ORF_percent	AP/AS/APA	Coding_type	Structure_category	diff_percentage	gname	trname	CTRL.flnc.count	A.flnc.count	CTRL.percentage	A.percentage	gene_FLNC_FoldChange	CTRL.class	A.class	log2(angii_flnc/control_flnc)	tag
0.9809716599190283	Processing	coding	FSM	0.2077	Tpr	PB.FLNC.5338.13	2	12	0.047619048	0.255319149	0.162271429	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.20979	Irak4	PB.FLNC.17030.3	4	12	0.153846154	0.363636364	0.343954401	Minor	Major	1.584962501	up
0.8663967611336032	Processing	coding	FSM	0.211667	Fbxl3	PB.FLNC.6905.26	2	7	0.08	0.291666667	-0.058893689	Inactive	Major	1.807354922	up
0.9714285714285714	Processing	coding	FSM	0.211967	Slc35a2	PB.FLNC.19233.6	7	37	0.086419753	0.298387097	0.614346308	Inactive	Minor	2.402098444	up
1.0	Processing	coding	FSM	0.214286	Lpp	PB.FLNC.4311.73	0	6	0	0.214285714	0.900464326	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.219067	Yipf3	PB.FLNC.18443.17	18	54	0.310344828	0.529411765	0.814444347	Minor	Major	1.584962501	up
0.9277929155313351	Processing	coding	FSM	0.220588	Fbxo34	PB.FLNC.6535.7	2	8	0.25	0.470588235	1.087462841	Minor	Major	2	up
0.9368231046931408	Processing	coding	FSM	0.22083	Nkd2	PB.FLNC.161.71	15	54	0.185185185	0.406015038	0.715432433	Minor	Major	1.847996907	up
1.0	Processing	coding	FSM	0.222222	Siae	PB.FLNC.17409.7	0	8	0	0.222222222	0.362570079	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.222689	Ccdc112	PB.FLNC.8359.10	1	5	0.071428571	0.294117647	0.280107919	Inactive	Minor	2.321928095	up
1.0	Processing	coding	FSM	0.225146	Klhl23	PB.FLNC.11527.25	1	5	0.052631579	0.277777778	-0.078002512	Inactive	Minor	2.321928095	up
0.9797356828193833	Processing	coding	FSM	0.225511	Smc5	PB.FLNC.1961.36	1	11	0.03030303	0.255813953	0.381870635	Inactive	Major	3.459431619	up
1.0	Processing	coding	FSM	0.225806	Rufy2	PB.Polish.7147.3	0	7	0	0.225806452	0.95419631	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.227273	LOC689959	PB.FLNC.17541.45	0	5	0	0.227272727	0.459431619	Inactive	Minor	Inf	up
0.8117283950617284	Processing	coding	FSM	0.227273	Surf1	PB.FLNC.11196.4	0	5	0	0.227272727	0.7589919	Inactive	Minor	Inf	up
0.8234265734265734	Processing	coding	FSM	0.228571	Acbd5	PB.FLNC.8113.2	0	8	0	0.228571429	0.544320516	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.232079	Gpt2	PB.FLNC.8734.2	4	13	0.129032258	0.361111111	0.215728691	Minor	Major	1.700439718	up
0.9587020648967551	Processing	coding	FSM	0.233333	Creb1	PB.FLNC.18790.9	1	5	0.1	0.333333333	0.584962501	Minor	Major	2.321928095	up
1.0	Processing	coding	FSM	0.233333	Hacd1	PB.FLNC.8077.12	1	6	0.066666667	0.3	0.415037499	Inactive	Major	2.584962501	up
0.9863813229571985	Processing	coding	FSM	0.233618	Mef2d	PB.FLNC.9981.9	13	37	0.240740741	0.474358974	0.530514717	Minor	Major	1.509013647	up
1.0	Processing	coding	FSM	0.242457	Pdcd10	PB.FLNC.9910.14	11	34	0.34375	0.586206897	0.857980995	Minor	Major	1.628031223	up
0.9953703703703703	Processing	coding	FSM	0.242857	Gstz1	PB.FLNC.15754.10	3	16	0.214285714	0.457142857	1.321928095	Minor	Major	2.415037499	up
0.9609375	Processing	coding	FSM	0.243357	Rabif	PB.FLNC.5262.220	12	42	0.218181818	0.461538462	0.726434927	Minor	Major	1.807354922	up
1.0	Processing	coding	FSM	0.246032	Vps37a	PB.FLNC.7353.20	15	44	0.277777778	0.523809524	0.637429921	Minor	Major	1.552541023	up
1.0	Processing	coding	FSM	0.247253	Mansc1	PB.FLNC.13602.11	1	6	0.038461538	0.285714286	-0.308122295	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.247826	Garre1	PB.FLNC.727.42	1	8	0.1	0.347826087	1.201633861	Minor	Major	3	up
1.0	Processing	coding	FSM	0.247845	Zfyve1	PB.FLNC.15676.24	2	9	0.0625	0.310344828	-0.142019005	Inactive	Minor	2.169925001	up
1.0	APA	coding	FSM	0.24	Dpcd	PB.FLNC.2224.10	0	6	0	0.24	1.473931188	Inactive	Minor	Inf	up
0.9709302325581395	Processing	coding	FSM	0.254464	Zbtb8os	PB.FLNC.14574.7	3	15	0.214285714	0.46875	1.192645078	Minor	Major	2.321928095	up
0.9601259181532005	APA	coding	FSM	0.255914	Usp20	PB.FLNC.11292.9	1	10	0.066666667	0.322580645	1.047305715	Inactive	Minor	3.321928095	up
0.9825479930191972	Processing	coding	FSM	0.257905	Hspd1	PB.FLNC.18695.29	46	184	0.076033058	0.333938294	-0.134882824	Inactive	Minor	2	up
0.7972602739726027	Processing	coding	FSM	0.259907	Nkapd1	PB.FLNC.17539.9	5	19	0.227272727	0.487179487	0.8259706	Minor	Major	1.925999419	up
1.0	Processing	coding	FSM	0.25	Sardh	PB.FLNC.11205.5	0	8	0	0.25	0.192645078	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.25	Snx29	PB.FLNC.2380.15	1	5	0.083333333	0.333333333	0.321928095	Inactive	Minor	2.321928095	up
0.9452257586972613	Processing	coding	FSM	0.262642	Sbno2	PB.FLNC.16143.34	9	33	0.36	0.622641509	1.084064265	Minor	Major	1.874469118	up
0.9974821653378095	Processing	coding	FSM	0.263158	Cnot1	PB.FLNC.8639.5	0	5	0	0.263157895	0.547487795	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.263158	Polr3h	PB.FLNC.16913.9	1	6	0.052631579	0.315789474	0	Inactive	Minor	2.584962501	up
0.9847161572052402	Processing	coding	FSM	0.266129	Nsun5	PB.FLNC.4754.11	4	16	0.25	0.516129032	0.95419631	Minor	Major	2	up
1.0	Processing	coding	FSM	0.268199	Blzf1	PB.FLNC.5459.4	2	11	0.111111111	0.379310345	0.688055994	Minor	Major	2.459431619	up
1.0	Processing	coding	FSM	0.269608	Nup160	PB.FLNC.11659.4	2	6	0.083333333	0.352941176	-0.497499659	Inactive	Minor	1.584962501	up
0.9584905660377359	AP	coding	FSM	0.275862	Apool	PB.FLNC.19522.12	0	8	0	0.275862069	1.273018494	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.27619	Poc5	PB.FLNC.9309.5	3	10	0.2	0.476190476	0.485426827	Minor	Major	1.736965594	up
0.9435897435897436	Processing	coding	FSM	0.27668	Arl2	PB.FLNC.1789.10	2	12	0.086956522	0.363636364	0.520832163	Inactive	Minor	2.584962501	up
0.8185185185185185	Processing	coding	FSM	0.277778	Sinhcaf	PB.FLNC.13699.2	0	5	0	0.277777778	-0.91753784	Inactive	Minor	Inf	up
0.9890510948905109	Processing	coding	FSM	0.277826	Snw1	PB.FLNC.15763.11	4	38	0.064516129	0.342342342	0.840219556	Inactive	Minor	3.247927513	up
0.9896907216494846	Processing	coding	FSM	0.280952	Dysf	PB.FLNC.13154.3	4	17	0.285714286	0.566666667	1.099535674	Minor	Major	2.087462841	up
0.8215102974828375	Processing	coding	FSM	0.28125	Map2k5	PB.FLNC.17702.8	0	9	0	0.28125	0.04580369	Inactive	Minor	Inf	up
0.9048751486325802	AP/AS	coding	FSM	0.285714	Brat1	PB.FLNC.4625.2	0	6	0	0.285714286	1.222392421	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.285714	Gtf2f2	PB.FLNC.6846.2	1	6	0.142857143	0.428571429	1	Minor	Major	2.584962501	up
1.0	Processing	coding	FSM	0.285714	Slc16a13	PB.FLNC.3025.22	4	12	0.285714286	0.571428571	0.584962501	Minor	Major	1.584962501	up
1.0	Processing	coding	FSM	0.288043	Sirt5	PB.FLNC.7747.1	2	15	0.086956522	0.375	0.798366139	Inactive	Minor	2.906890596	up
1.0	AP	coding	FSM	0.290323	Tmem14c	PB.FLNC.7767.5	0	9	0	0.290322581	1.047305715	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.291667	Abca2	PB.FLNC.11148.3	1	5	0.333333333	0.625	1.415037499	Minor	Major	2.321928095	up
1.0	Processing	coding	FSM	0.291667	Nat14	PB.FLNC.385.2	1	5	0.333333333	0.625	1.415037499	Minor	Major	2.321928095	up
0.9787928221859706	Processing	coding	FSM	0.291667	Scaf4	PB.FLNC.3968.9	1	6	0.041666667	0.333333333	-0.415037499	Inactive	Major	2.584962501	up
1.0	Processing	coding	FSM	0.292308	Prorsd1	PB.FLNC.6364.3	2	9	0.4	0.692307692	1.378511623	Minor	Major	2.169925001	up
0.1863468634686347	Processing	coding	FSM	0.293706	Ahnak	PB.FLNC.1863.12	3	9	0.115384615	0.409090909	-0.2410081	Minor	Major	1.584962501	up
0.9770992366412213	APA	coding	FSM	0.294118	Hacd4	PB.FLNC.14185.9	1	12	0.058823529	0.352941176	1	Inactive	Minor	3.584962501	up
1.0	Processing	coding	FSM	0.294118	Taok1	PB.FLNC.3155.17	0	5	0	0.294117647	0.628031223	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.294565	Man1a2	PB.FLNC.10209.14	3	17	0.130434783	0.425	0.798366139	Minor	Major	2.502500341	up
1.0	Processing	coding	FSM	0.295455	Pdf	PB.FLNC.8917.11	1	6	0.25	0.545454545	1.459431619	Minor	Major	2.584962501	up
0.9504132231404959	Processing	coding	FSM	0.295455	Tmem218	PB.FLNC.17401.3	1	6	0.25	0.545454545	1.459431619	Minor	Major	2.584962501	up
1.0	Processing	coding	FSM	0.297674	Slc39a3	PB.FLNC.16096.1	8	30	0.4	0.697674419	1.10433666	Minor	Major	1.906890596	up
0.9721448467966574	Processing	coding	FSM	0.298182	Wbp1	PB.FLNC.13125.14	2	12	0.181818182	0.48	1.184424571	Minor	Major	2.584962501	up
1.0	Processing	coding	FSM	0.2	Tspan9	PB.Polish.8814.3	0	6	0	0.2	0.736965594	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.3125	Ankib1	PB.FLNC.12697.7	4	13	0.5	0.8125	1	Minor	Major	1.700439718	up
0.9919093851132686	Processing	coding	FSM	0.313044	Sptan1	PB.FLNC.11243.224	3	25	0.024793388	0.337837838	-0.709409872	Inactive	Major	3.058893689	up
1.0	Processing	coding	FSM	0.315789	Mre11	PB.FLNC.17237.13	0	6	0	0.315789474	0.078002512	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.316667	Ggps1	PB.FLNC.7935.1	1	5	0.1	0.416666667	0.263034406	Minor	Major	2.321928095	up
1.0	Processing	coding	FSM	0.318681	Tmem268	PB.FLNC.14121.8	1	6	0.142857143	0.461538462	0.893084796	Minor	Major	2.584962501	up
1.0	Processing	coding	FSM	0.320856	Cab39l	PB.FLNC.6692.3	2	14	0.090909091	0.411764706	0.628031223	Inactive	Minor	2.807354922	up
1.0	Processing	coding	FSM	0.32967	Slc25a19	PB.FLNC.3748.19	2	8	0.285714286	0.615384615	0.893084796	Minor	Major	2	up
1.0	Processing	coding	FSM	0.32	Spred1	PB.FLNC.11811.1	2	10	0.08	0.4	0	Inactive	Major	2.321928095	up
0.8256658595641646	Processing	coding	FSM	0.333333	Cluap1	PB.FLNC.2458.17	0	8	0	0.333333333	0.884522783	Inactive	Minor	Inf	up
1.0	Processing	coding	FSM	0.333333	Dcaf5	PB.FLNC.15640.7	1	8	0.166666667	0.5	1.415037499	Minor	Major	3	up
0.9393063583815029	Processing	coding	FSM	0.333333	Nup35	PB.FLNC.11623.3	5	15	0.416666667	0.75	0.736965594	Minor	Major	1.584962501	up
1.0	Processing	coding	FSM	0.338462	Rps6kb2	PB.FLNC.1691.11	3	14	0.2	0.538461538	0.793549123	Minor	Major	2.222392421	up
0.9340659340659341	Processing	coding	FSM	0.338936	Cd2bp2	PB.FLNC.1438.36	16	54	0.19047619	0.529411765	0.280107919	Minor	Major	1.754887502	up
1.0	Processing	coding	FSM	0.346154	Usp9x	PB.FLNC.19195.28	1	5	0.038461538	0.384615385	-1	Inactive	Major	2.321928095	up
1.0	Processing	coding	FSM	0.353896	Maco1	PB.FLNC.14693.1	4	15	0.181818182	0.535714286	0.347923303	Minor	Major	1.906890596	up
0.9697542533081286	Processing	coding	FSM	0.357143	Etv3	PB.FLNC.9962.5	1	6	0.142857143	0.5	0.777607579	Minor	Major	2.584962501	up
1.0	Processing	coding	FSM	0.361111	Socs4	PB.FLNC.6525.2	1	8	0.083333333	0.444444444	0.584962501	Inactive	Major	3	up
1.0	Processing	coding	FSM	0.366569	Rabggta	PB.FLNC.6637.50	6	17	0.181818182	0.548387097	-0.090197809	Minor	Major	1.502500341	up
1.0	Processing	coding	FSM	0.366667	Igsf3	PB.FLNC.10215.2	2	7	0.333333333	0.7	0.736965594	Minor	Major	1.807354922	up
0.9293139293139293	Processing	coding	FSM	0.368515	RGD1304694	PB.FLNC.16961.19	4	24	0.093023256	0.461538462	0.274174963	Inactive	Major	2.584962501	up
1.0	Processing	coding	FSM	0.376923	Lnx1	PB.FLNC.5948.8	11	32	0.423076923	0.8	0.621488377	Minor	Major	1.540568381	up
1.0	Processing	coding	FSM	0.378676	Lrrc8b	PB.FLNC.5783.15	1	7	0.058823529	0.4375	-0.087462841	Inactive	Major	2.807354922	up
0.9702734839476813	Processing	coding	FSM	0.380952	Brat1	PB.FLNC.4625.3	3	15	0.333333333	0.714285714	1.222392421	Minor	Major	2.321928095	up
0.9831606217616581	Processing	coding	FSM	0.384615	Gphn	PB.FLNC.15613.5	1	6	0.076923077	0.461538462	0	Inactive	Minor	2.584962501	up
1.0	Processing	coding	FSM	0.386364	B4galt4	PB.FLNC.4176.12	4	14	0.25	0.636363636	0.459431619	Minor	Major	1.807354922	up
1.0	Processing	coding	FSM	0.386555	Pex10	PB.FLNC.14961.8	1	9	0.142857143	0.529411765	1.280107919	Minor	Major	3.169925001	up
1.0	Processing	coding	FSM	0.386667	Men1	PB.FLNC.1795.2	0	29	0	0.386666667	-0.230612928	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.387914	Pdk1	PB.FLNC.11549.8	6	19	0.315789474	0.703703704	0.506959989	Minor	Major	1.662965013	up
0.9014492753623189	Processing	coding	FSM	0.388889	Nmi	PB.FLNC.11453.25	4	13	0.333333333	0.722222222	0.584962501	Minor	Major	1.700439718	up
1.0	Processing	coding	FSM	0.388889	Tspan9	PB.FLNC.13547.15	5	20	0.277777778	0.666666667	0.736965594	Minor	Major	2	up
1.0	Processing	coding	FSM	0.396825	Cdh2	PB.FLNC.8176.10	3	11	0.214285714	0.611111111	0.362570079	Minor	Major	1.874469118	up
1.0	Processing	coding	FSM	0.3	Ldhd	PB.FLNC.8975.11	1	5	0.2	0.5	1	Minor	Major	2.321928095	up
1.0	Processing	coding	FSM	0.3	Mapk1ip1	PB.FLNC.1555.5	1	7	0.2	0.5	1.485426827	Minor	Major	2.807354922	up
1.0	Processing	coding	FSM	0.402098	Traf6	PB.FLNC.11719.4	3	14	0.136363636	0.538461538	0.2410081	Minor	Major	2.222392421	up
0.9697885196374623	Processing	coding	FSM	0.402597	Polr1f	PB.FLNC.15386.2	1	6	0.142857143	0.545454545	0.652076697	Minor	Major	2.584962501	up
1.0	AP	coding	FSM	0.407867	Atp5mc1	PB.FLNC.3420.1	6	81	0.095238095	0.50310559	1.353636955	Inactive	Major	3.754887502	up
1.0	Processing	coding	FSM	0.408425	Shb	PB.FLNC.13990.10	3	22	0.115384615	0.523809524	0.691877705	Minor	Major	2.874469118	up
1.0	Processing	coding	FSM	0.408889	Rrp36	PB.FLNC.18429.44	3	26	0.111111111	0.52	0.888968688	Minor	Major	3.115477217	up
1.0	Processing	coding	FSM	0.409091	Ddx6	PB.FLNC.17477.21	0	9	0	0.409090909	-0.184424571	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.412698	Qrich1	PB.FLNC.18138.2	1	5	0.142857143	0.555555556	0.362570079	Minor	Major	2.321928095	up
0.9563409563409564	Processing	coding	FSM	0.416667	Phykpl	PB.FLNC.2726.2	2	14	0.166666667	0.583333333	1	Minor	Major	2.807354922	up
1.0	Processing	coding	FSM	0.418045	Polr2h	PB.FLNC.4351.1	4	22	0.210526316	0.628571429	0.881355504	Minor	Major	2.459431619	up
1.0	Processing	coding	FSM	0.418182	Zmym6	PB.FLNC.14542.28	2	9	0.181818182	0.6	0.447458977	Minor	Major	2.169925001	up
0.8143459915611815	Processing	coding	FSM	0.424682	Bcl2l2	PB.FLNC.6610.16	7	23	0.368421053	0.793103448	0.610053482	Minor	Major	1.716207034	up
1.0	Processing	coding	FSM	0.425	Pex26	PB.FLNC.13468.8	3	12	0.375	0.8	0.906890596	Minor	Major	2	up
0.7848837209302325	Processing	coding	FSM	0.427907	Prkab1	PB.FLNC.4988.3	5	27	0.2	0.627906977	0.782408565	Minor	Major	2.432959407	up
1.0	Processing	coding	FSM	0.42915	Cmip	PB.FLNC.9031.2	4	14	0.307692308	0.736842105	0.547487795	Minor	Major	1.807354922	up
1.0	Processing	coding	FSM	0.431373	Srrd	PB.FLNC.5055.2	3	13	0.333333333	0.764705882	0.91753784	Minor	Major	2.115477217	up
1.0	Processing	coding	FSM	0.437908	Zswim8	PB.FLNC.6411.33	4	15	0.444444444	0.882352941	0.91753784	Minor	Major	1.906890596	up
1.0	Processing	coding	FSM	0.438889	Mrpl16	PB.FLNC.1905.1	1	11	0.111111111	0.55	1.152003093	Minor	Major	3.459431619	up
0.9622641509433962	Processing	coding	FSM	0.444444	Mrgbp	PB.FLNC.12494.1	1	10	0.111111111	0.555555556	1	Minor	Major	3.321928095	up
1.0	Processing	coding	FSM	0.457143	Shprh	PB.FLNC.37.1	1	6	0.142857143	0.6	0.514573173	Minor	Major	2.584962501	up
1.0	Processing	coding	FSM	0.45	Nras	PB.FLNC.10232.10	1	7	0.25	0.7	1.321928095	Minor	Major	2.807354922	up
1.0	Processing	coding	FSM	0.472222	Kdm3a	PB.FLNC.13067.28	4	23	0.166666667	0.638888889	0.584962501	Minor	Major	2.523561956	up
1.0	Processing	coding	FSM	0.477273	Serac1	PB.FLNC.236.21	1	8	0.25	0.727272727	1.459431619	Minor	Major	3	up
1.0	Processing	coding	FSM	0.488095	Nup214	PB.FLNC.11305.22	1	8	0.083333333	0.571428571	0.222392421	Inactive	Major	3	up
1.0	Processing	coding	FSM	0.538462	Atf7	PB.FLNC.17177.22	0	7	0	0.538461538	0.2410081	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.541667	Acyp2	PB.FLNC.6377.2	1	7	0.333333333	0.875	1.415037499	Minor	Major	2.807354922	up
1.0	Processing	coding	FSM	0.555556	Prrc2b	PB.FLNC.11308.23	0	5	0	0.555555556	1.169925001	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.5625	Lin54	PB.FLNC.5830.18	0	9	0	0.5625	0.299560282	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.583333	Cbx5	PB.FLNC.17185.22	0	7	0	0.583333333	0.415037499	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.5	Dennd2a	PB.FLNC.12911.4	0	10	0	0.5	0.736965594	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.5	Zyg11b	PB.FLNC.14324.18	0	7	0	0.5	1.222392421	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.602273	Grk2	PB.FLNC.1697.7	1	8	0.125	0.727272727	0.459431619	Minor	Major	3	up
1.0	Processing	coding	FSM	0.603175	Rufy3	PB.FLNC.5903.5	1	5	0.111111111	0.714285714	-0.362570079	Minor	Major	2.321928095	up
1.0	Processing	coding	FSM	0.644231	Setd2	PB.FLNC.18184.9	1	10	0.125	0.769230769	0.700439718	Minor	Major	3.321928095	up
1.0	Processing	coding	FSM	0.666667	Malt1	PB.FLNC.8484.1	1	7	0.333333333	1	1.222392421	Minor	Major	2.807354922	up
0.9179755671902269	Processing	coding	FSM	0.666667	Poll	PB.FLNC.2223.2	0	6	0	0.666666667	-0.152003093	Inactive	Major	Inf	up
1.0	Processing	coding	FSM	0.678571	Fbxo27	PB.FLNC.631.4	0	19	0	0.678571429	1	Inactive	Major	Inf	up
0.981675392670157	Processing	coding	FSM	0.732143	RGD1563888	PB.FLNC.3942.5	1	7	0.142857143	0.875	0.192645078	Minor	Major	2.807354922	up
1.0	Processing	coding	FSM	0.75	Pigf	PB.FLNC.15047.3	1	9	0.25	1	1.169925001	Minor	Major	3.169925001	up
0.7226107226107226	Processing	coding	FSM	0.777778	Mettl22	PB.FLNC.2412.1	2	7	0.222222222	1	-0.362570079	Minor	Major	1.807354922	up
0.9497041420118343	Processing	coding	FSM	0.7	LOC102557111	PB.FLNC.8280.1	0	7	0	0.7	1.321928095	Inactive	Major	Inf	up
1.0	Processing	coding	genic	0.172249	Zbtb38	PB.FLNC.17982.38	1	5	0.090909091	0.263157895	0.788495895	Inactive	Minor	2.321928095	up
0.7441860465116279	Processing	coding	genic	0.290323	Pgp	PB.Polish.1674.1	0	9	0	0.290322581	0.430634354	Inactive	Minor	Inf	up
1.0	Processing	coding	genic	0.348214	Mrpl57	PB.Polish.4476.1	3	18	0.214285714	0.5625	1.192645078	Minor	Major	2.584962501	up
1.0	Processing	coding	ISM	0.108696	Wbp4	PB.Polish.4588.7	0	5	0	0.108695652	0.201633861	Inactive	Minor	Inf	up
0.36327345309381237	Processing	coding	ISM	0.11039	Wasl	PB.FLNC.12787.23	2	6	0.071428571	0.181818182	0.237039197	Inactive	Minor	1.584962501	up
0.7363420427553444	Processing	coding	ISM	0.110972	Esf1	PB.FLNC.12087.16	1	8	0.034482759	0.145454545	0.923378718	Inactive	Minor	3	up
0.8741007194244604	Processing	coding	ISM	0.111818	Etv4	PB.FLNC.3571.21	3	9	0.068181818	0.18	0.184424571	Inactive	Minor	1.584962501	up
1.0	Processing	coding	ISM	0.113636	Ipp	PB.FLNC.14381.17	0	5	0	0.113636364	0.505235308	Inactive	Minor	Inf	up
0.9336734693877551	Processing	coding	ISM	0.128205	Nip7	PB.FLNC.8918.8	0	5	0	0.128205128	1.478047297	Inactive	Minor	Inf	up
0.8699186991869918	Processing	coding	ISM	0.129808	Dhps	PB.FLNC.8744.2	1	5	0.0625	0.192307692	0.700439718	Inactive	Minor	2.321928095	up
0.9064748201438849	Processing	coding	ISM	0.131702	Hax1	PB.FLNC.10050.3	2	10	0.060606061	0.192307692	0.656045599	Inactive	Minor	2.321928095	up
0.5147540983606558	Processing	coding	ISM	0.136364	Srek1	PB.FLNC.9372.46	0	6	0	0.136363636	0	Inactive	Minor	Inf	up
0.6780028943560058	Processing	coding	ISM	0.140917	Met	PB.FLNC.12768.10	1	6	0.052631579	0.193548387	0.706268797	Inactive	Minor	2.584962501	up
1.0	Processing	coding	ISM	0.148936	Sec22a	PB.FLNC.4217.13	0	7	0	0.14893617	0.600392541	Inactive	Minor	Inf	up
0.5348837209302325	Processing	coding	ISM	0.151515	Adam12	PB.FLNC.1540.47	0	5	0	0.151515152	0.343954401	Inactive	Minor	Inf	up
0.8215767634854771	Processing	coding	ISM	0.154545	Ccdc25	PB.FLNC.6757.3	1	5	0.045454545	0.2	0.184424571	Inactive	Minor	2.321928095	up
1.0	Processing	coding	ISM	0.15625	Hdac5	PB.FLNC.3586.2	0	15	0	0.15625	0.777607579	Inactive	Minor	Inf	up
0.9607438016528925	Processing	coding	ISM	0.158144	Tns2	PB.FLNC.17146.53	4	14	0.060606061	0.21875	-0.044394119	Inactive	Minor	1.807354922	up
0.6736020806241872	Processing	coding	ISM	0.16476	Lrch3	PB.FLNC.4244.31	1	5	0.052631579	0.217391304	0.275634443	Inactive	Minor	2.321928095	up
0.7380560131795717	Processing	coding	ISM	0.181522	Ddi2	PB.FLNC.14820.23	1	9	0.043478261	0.225	0.798366139	Inactive	Minor	3.169925001	up
0.284674852205548	Processing	coding	ISM	0.192857	Plec	PB.FLNC.16766.180	3	12	0.107142857	0.3	0.514573173	Minor	Major	2	up
0.41204819277108434	APA	coding	ISM	0.194805	Cwc25	PB.FLNC.3463.91	1	8	0.090909091	0.285714286	1.347923303	Inactive	Minor	3	up
1.0	Processing	coding	ISM	0.211321	Nme2	PB.FLNC.3368.5	8	96	0.037383178	0.248704663	0.850990051	Inactive	Minor	3.584962501	up
0.32909379968203495	Processing	coding	ISM	0.217391	Arid4a	PB.FLNC.15543.3	0	5	0	0.217391304	0.436099115	Inactive	Minor	Inf	up
1.0	Processing	coding	ISM	0.246032	Patj	PB.FLNC.14229.17	1	7	0.142857143	0.388888889	1.362570079	Minor	Major	2.807354922	up
1.0	Processing	coding	ISM	0.352941	Zfp266	PB.FLNC.17261.10	0	6	0	0.352941176	-0.956931278	Inactive	Major	Inf	up
1.0	Processing	coding	ISM	0.416667	Gabbr1	PB.FLNC.10563.24	1	6	0.333333333	0.75	1.415037499	Minor	Major	2.584962501	up
0.33382137628111275	Processing	coding	ISM	0.470588	Twnk	PB.FLNC.2215.2	0	8	0	0.470588235	1.280107919	Inactive	Major	Inf	up
0.11620016963528414	Processing	coding	ISM	0.508333	NEWGENE_1310139	PB.FLNC.9370.140	4	17	0.2	0.708333333	0.263034406	Minor	Major	2.087462841	up
0.2706919945725916	Processing	coding	ISM	0.583333	Cdk12	PB.FLNC.3481.10	1	5	0.25	0.833333333	0.584962501	Minor	Major	2.321928095	up
0.38095238095238093	Processing	coding	ISM	0.5	Dgke	PB.FLNC.3351.27	0	7	0	0.5	0	Inactive	Major	Inf	up
1.0	Processing	coding	ISM	0.5	LOC103690204	PB.FLNC.365.5	0	5	0	0.5	1	Inactive	Major	Inf	up
1.0	AP	coding	ISM	0.686869	Cchcr1	PB.FLNC.10619.64	2	7	0.090909091	0.777777778	-1.289506617	Inactive	Major	1.807354922	up
0.8032786885245902	Processing	coding	ISM	0.916667	Wdr62	PB.FLNC.691.13	0	11	0	0.916666667	1	Inactive	Major	Inf	up
0.7722419928825622	Processing	coding	NIC	0.102343	Fam222b	PB.FLNC.3166.22	1	5	0.019607843	0.12195122	-0.314873337	Inactive	Minor	2.321928095	up
0.7134146341463414	Processing	coding	NIC	0.102385	Arih2	PB.FLNC.18147.24	4	18	0.043956044	0.146341463	0.434719865	Inactive	Minor	2.169925001	up
0.8658892128279884	Processing	coding	NIC	0.104804	Dtx3	PB.FLNC.16501.41	3	13	0.030612245	0.135416667	-0.029747343	Inactive	Minor	2.115477217	up
1.0	Processing	coding	NIC	0.108392	Vrk3	PB.FLNC.798.24	1	6	0.045454545	0.153846154	0.8259706	Inactive	Minor	2.584962501	up
1.0	Processing	coding	NIC	0.108696	Atp8b2	PB.FLNC.10048.8	0	5	0	0.108695652	0.353636955	Inactive	Minor	Inf	up
0.9694960212201591	Processing	coding	NIC	0.108852	Gsn	PB.FLNC.11380.88	0	91	0	0.108851675	-0.106422059	Inactive	Minor	Inf	up
0.701063829787234	Processing	coding	NIC	0.113043	Phf14	PB.FLNC.12751.3	2	6	0.086956522	0.2	0.38332864	Inactive	Minor	1.584962501	up
0.5753424657534246	Processing	coding	NIC	0.113548	Cdk5	PB.FLNC.12584.4	2	6	0.08	0.193548387	0.310340121	Inactive	Minor	1.584962501	up
0.9113573407202216	Processing	coding	NIC	0.115176	Nexn	PB.FLNC.10527.13	1	7	0.055555556	0.170731707	1.187627003	Inactive	Minor	2.807354922	up
0.8499156829679595	Processing	coding	NIC	0.117262	Ubp1	PB.FLNC.18205.5	1	7	0.028571429	0.145833333	0.455679484	Inactive	Minor	2.807354922	up
