as_type	tag	sig1	dPSI	p_value	A1	A2	CTRL1	CTRL2
A5	known	A5_sig	0.1235927248	0.045954046	0.708090867147918	0.639949560739391	0.518882742012952	0.581972236212645
AL	novel	AL_sig	-0.4751582774	0.016983017	0.0112944244003766	0.0509231982930723	1	0.0125341775227705
AL	novel	AL_sig	0.2375391026	0.016983017	0.583377787979343	0.377007834596834	0	0.485307417458522
AL	novel	AL_sig	0.5	0.016983017	1	1	0	1
AF	known	AF_sig	0.0628373917	0.0412920413	0.935543762138996	0.889768156242324	0.867834661051793	0.831802473903898
RI	novel	RI_sig	0.6341237767	0.0412920413	1	0.632488060109641	0.127134264100423	0.237106242578249
RI	novel	RI_sig	-0.6814631128	0.0412920413	0	0.214880102599153	0.747321679203662	0.830484648974022
AF	novel	AF_sig	0.364419751	0.003996004	0.366730242330076	0.362109259573749	0	0
AF	known	AF_sig	0.4631624873	0.0014985015	1	1	0.493538847646454	0.580136177708508
A5	known	A5_sig	-0.0942226495	0.0599400599	0.710274220820876	0.609567765112256	0.69743045297781	0.810856831988091
A5	known	A5_sig	-0.7216893293	0.0292207792	0.215003550366751	0.341617791023337	1	1
AF	known	AF_sig	0.8882459622	0.011988012	1	1	0.120033963609819	0.103474111925137
AF	novel	AF_sig	-0.2426271195	0.0157342657	0	0.455516666362832	0.450621908261745	0.490148997084711
AF	novel	AF_sig	-0.1889034292	0.0157342657	0	0.463345462809083	0.488674041445356	0.352478279735534
AF	known	AF_sig	-0.2426271195	0.0157342657	0	0.455516666362832	0.450621908261745	0.490148997084711
AF	known	AF_sig	-0.1889034292	0.0157342657	0	0.463345462809083	0.488674041445356	0.352478279735534
RI	novel	RI_sig	0.253004007	0.017982018	0	1	0.357223434112034	0.136768551795896
A3	known	A3_sig	0.0583934452	0.0382117882	0.498422542067342	0.478519229985281	0.39100668302471	0.469148198724456
SE	known	SE_sig	-0.0763859172	0.0382117882	0.573548750430653	0.598330383129341	0.702678080217474	0.621972887679428
A3	known	A3_sig	-0.8202251311	0.004995005	0.0877044533560004	0.271845284485997	1	1
A3	known	A3_sig	0.1614323382	0.0454545455	0.849087098999225	0.924146910335835	0.642747090773181	0.807622242217795
A5	novel	A5_sig	-0.6647507519	0.021978022	0.189666514641956	0.480831981599468	1	1
SE	novel	SE_sig	-0.3896792549	0.0214785215	0.252718784645524	0.491114231266755	0.78506837479486	0.738123150859345
SE	known	SE_sig	0.5581435692	0.0574425574	0.586849805426932	1	0	0.470562666954897
SE	known	SE_sig	0.2640631307	0.0374625375	1	0.0780491504854369	0.381350340354593	0.168572548830778
RI	novel	RI_sig	-0.4340319719	0.002997003	0.125973598154114	0.312209997560825	1	0.30624753956067
AF	novel	AF_sig	-0.5148157354	0.048951049	0	0.191350488977583	0.72785500222566	0.493126957589623
SE	known	SE_sig	-0.3179684609	0.02997003	0.354706542022897	0.763174232158789	0.753817696013939	1
AL	novel	AL_sig	0.4808962264	0.0574425574	1	0.0694666786749275	0.0531791419228732	0.0544950839281754
A3	known	A3_sig	-0.2909077094	0.0404595405	0.267411270650732	0.290248215397365	0.740997738402309	0.398477166385559
A3	known	A3_sig	-0.2683706625	0.0404595405	0.204896017558112	0.196068537437224	0.544994218955167	0.392711661085665
AF	novel	AF_sig	0.460990033	0.0084915085	0.780551146568203	0.797920765368984	0	0.656491845886602
AF	known	AF_sig	-0.5145720598	0.002997003	0	0.970855880381646	1	1
AF	novel	AF_sig	0.1084527316	0.0064935065	0.202244801575206	0.21018129621183	0.0521329179680849	0.143387716546672
AF	novel	AF_sig	0.1300324702	0.002997003	0.316934443325126	0.21018129621183	0.123663082573234	0.143387716546672
SE	known	SE_sig	0.4066410119	0.010989011	1	1	0.591064851636655	0.59565312464181
A5	novel	A5_sig	-0.1679520315	0.0318431568	0.497386606520107	0.515415392621726	0.68605966872677	0.662646393476142
AF	novel	AF_sig	-0.6407034994	0	0.0879487215562213	0.234867983630212	0.804919533089903	0.799304170802238
AF	novel	AF_sig	-0.4757092948	0.0012487512	0.0863349925576775	0.217200169711686	0.620776989785098	0.634176762086849
AF	novel	AF_sig	0.1911880914	0.0318431568	0.494928493891668	0.474763252530033	0.284045387107012	0.303270176422982
AF	known	AF_sig	-0.1286492235	0.0539460539	0.31003650685501	0.420379657588903	0.507421259792137	0.48029335174877
SE	known	SE_sig	0.0607607923	0.008991009	0.418591633281554	0.390207740651351	0.326545358856117	0.360732430574939
A3	novel	A3_sig	0.1733362681	0.0454545455	1	1	0.836623568790342	0.816703894985842
A3	known	A3_sig	0.4292946348	0.0454545455	1	1	0.456816349023976	0.68459438130833
AF	known	AF_sig	0.5299349271	0.022977023	1	0.171905948790306	0.032411441024177	0.0796246535218622
AF	novel	AF_sig	0.211852342	0.041958042	0.3617515299715	0.462817593877416	0.400864439921587	0
SE	known	SE_sig	-0.1422304609	0.0484515485	0	0.119864040144142	0.169750166136445	0.23457479577416
SE	known	SE_sig	-0.0732710816	0.034965035	0.390188151420947	0.431415244365959	0.462773796330077	0.505371762614259
AF	novel	AF_sig	-0.3234239392	0.0474525475	0.255502932287673	0.426440300858177	0.757267199682535	0.571523911784687
SE	known	SE_sig	-0.1550130695	0.0434565435	0.599184487591739	0.737908281344145	0.824667253394338	0.822451654445474
RI	known	RI_sig	-0.0862135346	0.0519480519	0.597266466255453	0.685764801923886	0.760436981822753	0.695021355534654
SE	known	SE_sig	0.3926450364	0.0464535465	1	0.911286678343485	0.480480673245538	0.645515932204115
MX	known	MX_sig	-0.1315104811	0.034965035	0.675411389872332	0.738387723773313	0.891325923219017	0.785494152590983
AL	novel	AL_sig	0.3168587267	0.0254745255	0.74384723258793	0.467201091614333	0.363561342710227	0.21376952807611
SE	known	SE_sig	0.108546833	0.0529470529	0.213652035926529	0.194836351090279	0.093870072080652	0.0975246488641433
SE	known	SE_sig	-0.4478827135	0.031968032	0.236501970468931	0.542024877141429	0.674292274557217	1
SE	known	SE_sig	0.2299953507	0.0599400599	1	0.973577135731981	0.513586434410931	1
AL	novel	AL_sig	0.4673681755	0.023976024	0.978558277869394	0.87837464386664	0	0.922196570734847
AF	novel	AF_sig	0.4148346795	0.0579420579	1	1	0.621070527278723	0.549260113665575
AF	novel	AF_sig	0.2151423155	0.043956044	1	1	0.877996915675438	0.691718453334653
A5	known	A5_sig	0.1799958206	0.0509490509	0.791495338257912	0.78407340220539	0.6814953552495	0.534081744082088
SE	known	SE_sig	-0.1604102799	0.035964036	0.711551629556897	0.91251102173861	0.95532180472744	0.989561406370164
SE	known	SE_sig	-0.2209834936	0.0514485514	0.748647572160418	0.809385440562542	1	1
SE	known	SE_sig	0.2328940185	0.0514485514	1	0.876065769563405	0.795038371625633	0.615239360923306
AF	novel	AF_sig	-0.5138095474	0.034965035	0	0	0.27347654326727	0.75414255146407
RI	novel	RI_sig	-0.2862695175	0.001998002	0	0.200663049881384	0.399693081094874	0.373509003835045
RI	novel	RI_sig	-0.2768149877	0.0324675325	0	0	0.159885467449774	0.393744507869375
A5	known	A5_sig	0.0916321396	0.034965035	0.203280544540162	0.252752904196276	0.145092068000386	0.127677101565173
SE	known	SE_sig	0.1603872838	0.04995005	0.510244974178121	0.663175625554902	0.424017009128925	0.42862902302569
A5	known	A5_sig	-0.5	0.041958042	0	1	1	1
AF	novel	AF_sig	-0.1837056064	0.0434565435	0.84946713107376	0.737280317605718	0.987793921215262	0.966364740223245
A5	known	A5_sig	0.4271532561	0.0314685315	0.455339539565781	0.494155692428796	0.0951887197308802	0
A5	known	A5_sig	0.1404711524	0.0334665335	0.514707876065639	0.304324302856036	0.270642995472989	0.26744687863236
SE	known	SE_sig	0.2070139399	0.036963037	1	0.971157619521172	0.73902068348132	0.818109056302624
A5	known	A5_sig	-0.1376151182	0.0599400599	0.567271224296615	0.512207339110445	0.704333051981447	0.650375747808214
SE	known	SE_sig	-0.2224421336	0.03996004	0.156883714352166	0.337068167207946	0.374330630760035	0.564505518014067
A3	known	A3_sig	0.0889387278	0.027972028	0.396223533947763	0.363832848908585	0.29056639282625	0.291612534471103
A5	known	A5_sig	-0.0370314887	0.0424575425	0.322609546018486	0.313053937537618	0.351607480530276	0.358118980372149
SE	known	SE_sig	-0.811668456	0.012987013	0	0.376663087924691	1	1
SE	known	SE_sig	-0.3648860097	0.037962038	0.453452531735303	0.361999942860816	0.7218778261541	0.823346667870158
AF	novel	AF_sig	0.4025481659	0.0334665335	1	1	0.19490366823586	1
A5	known	A5_sig	0.2512933212	0.023976024	0.618775287764932	0.578118786517964	0.276539254679429	0.417768177261541
AL	novel	AL_sig	0.4745109862	0.008991009	1	1	0.521974389369313	0.529003638199657
AL	known	AL_sig	0.2860697476	0.0168581419	0.389482181880817	0.366219921931729	0.183562608641968	0
AL	known	AL_sig	0.9149705178	0	1	1	0.170058964355453	0
AL	known	AL_sig	0.5284693677	0.025974026	0.961108826585417	0.783895058287782	0.688065149471155	0
AL	novel	AL_sig	-0.3353362848	0.008991009	0	0	0.28398179223758	0.386690777414822
AL	novel	AL_sig	-0.7701378622	0.0314685315	0	0	0.795546401905012	0.744729322513147
AL	novel	AL_sig	0.4878944562	0.008991009	0.402256999566869	0.573531912755522	0	0
AL	novel	AL_sig	1	0	1	1	0	0
AL	novel	AL_sig	0.928575376	0.008991009	0.963057126689401	0.894093625246768	0	0
AL	novel	AL_sig	-0.880872438	0.0115598687	0	0	0.915002006253041	0.846742869660491
SE	known	SE_sig	-0.212892676	0.041958042	0.386752523868139	0.513034961628239	0.629219576344668	0.69635326108247
AF	known	AF_sig	0.1054145006	0.002997003	0.881951599383594	0.888885335868721	0.792472127708369	0.76753580638463
AF	known	AF_sig	0.087107181	0.002997003	0.215242114607255	0.20746822507476	0.131155415357074	0.117340562258317
A5	known	A5_sig	0.068008273	0.0034965035	0.227066582179509	0.137521190727202	0.138590776063237	0.0899804507810704
AF	novel	AF_sig	0.3934400179	0.020979021	0	1	0.0501842241015188	0.162935740086765
AF	novel	AF_sig	0.1719968177	0.0531968032	0.882299998985842	0.979223569738507	0.672755172366457	0.844774761030751
AF	novel	AF_sig	0.1719968177	0.0531968032	0.882299998985842	0.979223569738507	0.672755172366457	0.844774761030751
A5	known	A5_sig	-0.229782685	0.032967033	0.190041376350877	0.197711840642347	0.439701269237916	0.407617317736611
SE	known	SE_sig	0.1040459098	0.0314685315	0.732417467351332	0.664351597066047	0.587387593331749	0.601289651454744
A5	known	A5_sig	-1	0	0	0	1	1
A5	novel	A5_sig	0.2052271592	0.03996004	0.499398063608399	0.125128842199013	0.0897401349825255	0.124332452515912
AF	novel	AF_sig	-0.2334177859	0.03996004	0	0	0.466835571759877	0
SE	known	SE_sig	0.3002054378	0.0519480519	1	0.785372708127829	0.810373500730905	0.3745883317182
AF	novel	AF_sig	-0.5	0.0529470529	0	1	1	1
RI	known	RI_sig	-0.5170166907	0.044955045	0.188554354890566	0.368807905933577	0.591395642317535	1
A5	novel	A5_sig	-0.0791085832	0.0579420579	0	0	0.111337600219893	0.0468795662206945
A3	known	A3_sig	0.201286128	0.0194805195	1	1	0.805571416771867	0.791856327302608
SE	known	SE_sig	0.1307189086	0.0254745255	0.655702362355069	0.764628849231048	0.600081839599808	0.558811554767853
AF	known	AF_sig	-0.328305388	0.0386280386	0	0.713519358828309	0.717666585173091	0.652463549602464
AF	novel	AF_sig	-0.1363090108	0.0386280386	0.813227796035234	0.773631769909205	0.935627987981256	0.92384959960922
AF	novel	AF_sig	-0.208959025	0.0386280386	0.69366875469628	0.443235989243466	0.788457859405627	0.766364934522442
A5	known	A5_sig	-0.2247112137	0.0584415584	0.482436229285912	1	0.966113242932856	0.965745413762035
AF	known	AF_sig	0.2050958587	0.038961039	1	1	0.589808282529825	1
A5	known	A5_sig	0.0888860052	0.0404595405	0.149111431575497	0.145055436749123	0.063777313790377	0.0526175441749389
AF	novel	AF_sig	0.477658621	0.021978022	1	0.921236980592966	0	0.96591973863072
AF	novel	AF_sig	0.810720048	0.0104895105	0.837021474957918	0.784418621135239	0	0
SE	known	SE_sig	0.2273078647	0.022977023	0.64686324415812	0.441264656457265	0.2672171767655	0.366294994513917
A3	known	A3_sig	0.0914103735	0.0434565435	0.492044415135466	0.350224788275959	0.351788586502052	0.307659869821793
AF	known	AF_sig	-0.6821692733	0.005994006	0	0.589353584875445	0.966831010542564	0.986861120920162
AF	known	AF_sig	-0.8662744061	0.010989011	0	0	0.911834692258301	0.820714119955989
A5	known	A5_sig	0.3523621775	0.0589410589	1	1	0.495812844949526	0.799462800016032
A5	known	A5_sig	-0.1556151924	0.0519480519	0.540720939803058	0.419034436699008	0.625251651981607	0.645734109298334
SE	known	SE_sig	0.129076237	0.0519480519	0.840668452785892	0.855616518392309	0.707925844481266	0.730206652762768
AF	known	AF_sig	-0.6085673487	0.007992008	0	0	0.52336918254185	0.693765514878476
A5	known	A5_sig	0.3153321902	0.0524475524	0.636280603347639	0.853093453099577	0.52199937976016	0.336710296274161
A5	known	A5_sig	0.3455986556	0.0582750583	0.4992514324556	0.707488775253954	0.348764616944978	0.166778279502552
AF	known	AF_sig	0.1810300207	0.0524475524	0.891669725661793	1	0.868478512422934	0.661131171863548
A3	known	A3_sig	0.2618863148	0.0574425574	1	1	0.713800673981749	0.762426696501903
RI	novel	RI_sig	-0.2787905127	0.0559440559	0.30268302708109	0.240056490256634	0.586591660180405	0.513728882462464
SE	known	SE_sig	-0.4673788722	0.0524475524	0	0	0.485686944327034	0.449070800028296
AF	known	AF_sig	-0.2037319577	0.005994006	0.523867591019591	0.518134736906429	0.720202893297308	0.729263350091292
AF	known	AF_sig	-0.2333752245	0.0097402597	0.147035941647557	0.314222559599202	0.411786452921248	0.516222497338733
AF	known	AF_sig	0.145264025	0.0519480519	0.216027590014902	0.352733092140739	0.17622909784474	0.102003534225821
A5	known	A5_sig	0.4241597264	0.0284715285	0.910567429173589	0.126849850486075	0.062464107133797	0.126633719677494
A3	known	A3_sig	-0.0698654467	0.0356643357	0.325004535923825	0.301083707294529	0.380979455960841	0.384839680721814
A3	known	A3_sig	-0.1067520586	0.0141525142	0.366527337071251	0.437922221606465	0.487637758070115	0.530315917878409
A3	known	A3_sig	-0.06857677	0.0356643357	0.631459492914185	0.649506631268627	0.714500949673473	0.703618714428767
AF	novel	AF_sig	-0.5580680757	0.0141525142	0.808981860692329	0	0.959846261422519	0.965271750725799
AL	novel	AL_sig	-0.5	0.0460967604	0	0	1	0
AL	novel	AL_sig	-0.3513732462	0.0460967604	0.175501975745501	0.349519983967205	1	0.227768452086347
AL	novel	AL_sig	0.466728805	0.0141525142	1	0.162031870220147	0.0977619885203963	0.130812271692893
A5	novel	A5_sig	-0.2998299505	0.037962038	0.0836064601737036	0.048911294028534	0.405740809428531	0.326436845872739
AF	novel	AF_sig	0.2600490949	0.0584415584	0.708206694752922	0.504579436938103	0.37269602855782	0.319991913251222
AF	novel	AF_sig	0.3134360598	0.0584415584	0.588515864848824	0.355820556207305	0.133589894773631	0.183874406659783
AF	known	AF_sig	0.3715002982	0.0194805195	0.899590106606458	0.604549150963778	0.36440436866086	0.396734292566867
AF	novel	AF_sig	0.4612995958	0.012987013	0.802703966225911	0.621314789015678	0.221381153418888	0.280038410231802
A3	novel	A3_sig	0.2361661385	0.0529470529	0.771523563980943	0.487351991975972	0.33354167252292	0.45300160645993
SE	known	SE_sig	-0.0213279179	0.042957043	0.907442411857909	0.911189748625781	0.929048101231836	0.932239895076355
AF	known	AF_sig	0.5635849886	0.0104895105	0.414885127114298	1	0.148952509322553	0.138762640680468
AF	known	AF_sig	0.2158613171	0.0254745255	0.751294496047894	1	0.622949398795789	0.696622463015343
A5	known	A5_sig	-0.1743045046	0.021978022	0.702500688109174	0.594625790460453	0.82476929270807	0.820966195047983
SE	known	SE_sig	-0.0897720641	0.0074925075	0.173385043138286	0.171857008889334	0.237226703258056	0.287559476996462
SE	known	SE_sig	-0.0952477276	0.0074925075	0.702640902593238	0.671365443740246	0.780647390657827	0.783854410920825
A5	known	A5_sig	-0.4347485705	0.013986014	0.256564500918103	0.304098048649897	0.761770186678674	0.668389503849444
AL	known	AL_sig	0.4885096896	0.027972028	0.0215240743905927	1	0.0352353213774825	0.00926937381237265
AF	known	AF_sig	-0.3274369339	0.017982018	0.313335439474472	0.399525088269343	1	0.367734395587006
AF	known	AF_sig	-0.3629964482	0.031968032	0.380528008467143	0.544876594906327	0.751169684427086	0.900227815265008
A3	known	A3_sig	-0.5	0.03996004	0	1	1	1
SE	known	SE_sig	-0.1531473996	0.0124875125	0.436017491313484	0.579941025736591	0.653019552454368	0.669233763809816
SE	known	SE_sig	-0.2467268407	0.0054945055	0.387503014129488	0.398727099234267	0.553796495840892	0.72588729889589
SE	known	SE_sig	-0.3670682781	0.027972028	0.264762362282335	0.417129211611634	0.733084413856565	0.682943716190252
SE	known	SE_sig	-0.1626172633	0.0224775225	0.649836885497656	0.594144729128428	0.83737410339689	0.731842037729586
AL	known	AL_sig	0.1413891044	0.0599400599	0.627687761348601	0.515972016504872	0.477879506363195	0.383002062688055
RI	novel	RI_sig	-0.1604343	0.0599400599	0.372312238651399	0.568182943525662	0.661919185630201	0.599444596507396
A5	novel	A5_sig	0.4605918408	0.035964036	0.82087363351928	0.216923205890977	0	0.116613157744542
A5	known	A5_sig	0.1851401129	0.035964036	0.984600773219952	0.807018225065829	0.654867146466206	0.766471626112055
AF	novel	AF_sig	-0.3927401395	0.0434565435	0	0.809581252355854	0.805292002928133	0.789769528514784
AF	novel	AF_sig	-0.4796550956	0.0274725275	0	0	0.489469803080776	0.469840388020036
AF	known	AF_sig	-0.3947887771	0.023976024	0.0864065915440304	0.625264029483631	0.501248175313103	1
AF	novel	AF_sig	-0.2987729186	0.0134865135	0.467367224294727	0.481609680822668	0.817524444737281	0.728998297539951
AF	novel	AF_sig	-0.3607328291	0.015984016	0	0.473479224155364	0.722878690640391	0.472066191647384
SE	known	SE_sig	0.0919651215	0.0084915085	0.76392450853672	0.752139595825474	0.661986468735049	0.67014739256551
SE	known	SE_sig	0.4166050365	0.017982018	0.700164132317509	0.631445947667458	0.29852142375539	0.199878583221924
SE	known	SE_sig	0.2383511993	0.0284715285	0.695118378369198	0.644877904447607	0.548236200105521	0.31505768416662
A3	known	A3_sig	-0.206954698	0.0566100566	0.520930704164951	0.692761738145849	0.882001237130761	0.745600601205937
AL	novel	AL_sig	-0.4803053781	0.00999001	0	0.851125507874126	0.920265096586332	0.891471167509664
AL	novel	AL_sig	0.7111888317	0.0124875125	0.90775832199899	0.51461934137531	0	0
SE	known	SE_sig	0.3126763552	0.0344655345	1	1	0.657515156333059	0.717132133326202
SE	known	SE_sig	-0.0199951364	0.0284715285	0.9570343877247	0.983308454839439	0.992320309883122	0.988012805476776
SE	known	SE_sig	0.204201394	0.0494505495	0.820019804387196	0.834573396841634	0.667689357889608	0.578501055290561
RI	novel	RI_sig	0.3806491112	0.042957043	1	0.119189268713729	0.27202977408331	0.0858612722149389
A5	known	A5_sig	0.4157122034	0.0374625375	1	0.662776722535257	0.329617368347735	0.501734947459254
A5	novel	A5_sig	-0.1676503768	0.042957043	1	0.576360658273931	0.911661411939436	1
A5	novel	A5_sig	-0.2320959533	0.015984016	0.602044416688081	0.65787730628968	0.887963013634291	0.836150616012194
SE	known	SE_sig	0.0649119192	0.038961039	0.673079854145941	0.632654410999073	0.614402690204053	0.561507736456509
AF	novel	AF_sig	-0.2800308818	0.0374625375	0	0	0	0.560061763523022
AF	known	AF_sig	-0.1433603593	0.005994006	0.79383848221126	0.919440799276537	1	1
SE	known	SE_sig	-0.0970982581	0.047952048	0.438281149601353	0.456223365565377	0.606013132696757	0.482687898580193
A5	novel	A5_sig	0.8205056535	0.047952048	1	0.754476557593942	0	0.113465250638692
RI	known	RI_sig	-0.3665065863	0.0524475524	0	0.290494362355153	0.509700228401588	0.513807306557613
A3	known	A3_sig	0.1182280986	0.0364635365	0.387337108689185	0.701983899720184	0.414429349456251	0.438435461786796
SE	known	SE_sig	0.2571939205	0.0384615385	0.878557404277081	0.0782061423509599	0.208668935318965	0.233706770407446
SE	known	SE_sig	-0.2799224372	0.040959041	0.540667510189369	0.552219579480131	0.88485730416492	0.767874659814462
AF	novel	AF_sig	0.2794965428	0.0559440559	1	1	0.803241955955668	0.637764958360827
A5	novel	A5_sig	-0.6258931117	0.0224775225	0.287157248082353	0.116055496234711	0.850739155897031	0.804259811900131
A5	known	A5_sig	-0.7463538176	0.035964036	0	0	1	0.492707635289682
A3	known	A3_sig	-1	0	0	0	1	1
AL	novel	AL_sig	-0.3750440878	0.047952048	0	0	0.647479492378964	0.102608683161289
A3	known	A3_sig	0.2266626755	0.032967033	1	0.966019524140022	0.862255459530901	0.650438713670687
AF	novel	AF_sig	-0.3976105327	0.04995005	0	0	0.386644440718625	0.408576624598324
AF	known	AF_sig	0.2777690701	0.04995005	0.49203466828043	0.515917743132541	0.0857983080200956	0.366615963258886
AF	novel	AF_sig	0.1539425436	0.0344655345	0.838107292907708	0.716039201421469	0.547624646592166	0.698636760551024
A3	known	A3_sig	-0.1579404236	0.044955045	0.606531385586102	0.576123899993843	0.807720038564141	0.690816094271786
AF	known	AF_sig	0.4938093399	0.034965035	0.573216085652633	0.414402594173219	0	0
RI	known	RI_sig	-0.7095128196	0.0434565435	0.580974360882387	0	1	1
RI	novel	RI_sig	0.1147650492	0.005994006	0.199102963250434	0.230842701123174	0.0703601436833418	0.130055422365679
A5	known	A5_sig	0.0597238556	0.0074925075	0.709960357640644	0.724038702146222	0.674945371600895	0.639605977027805
A5	known	A5_sig	-0.1617459302	0.0094905095	0.732560115175213	0.853026315490892	1	0.909078291156321
A5	known	A5_sig	0.156137269	0.0224775225	0.247794536510765	0.161150617567096	0.0369127963683124	0.0597578196870602
AF	known	AF_sig	-0.0117486629	0.0584415584	0.981569930649361	0.990524975052556	0.997445985117702	0.998146246364404
A3	novel	A3_sig	0.0074617825	0.0579420579	0.02455052755887	0.0210854377563888	0.0157214954230339	0.0149909048430056
A3	known	A3_sig	0.0192155493	0.0274725275	0.924601827552547	0.936725776365372	0.911756065450454	0.911140439796445
A5	known	A5_sig	0.0107551674	0.031968032	0.957429511335424	0.955868004136963	0.952356298774222	0.939430881862663
A5	known	A5_sig	-0.0109175548	0.031968032	0.941685169906468	0.935480479107475	0.952534539560781	0.946466219050516
SE	known	SE_sig	-0.0876096434	0.012987013	0.295315933425041	0.291866100847008	0.358785943288503	0.403615377776404
AL	known	AL_sig	-0.619902199	0.0514485514	0	0.760195602055982	1	1
AF	known	AF_sig	-0.1885399215	0.0559440559	0.696950916765006	0.829909976697745	0.970932312768036	0.933008423707905
AF	known	AF_sig	-0.1841501703	0.0559440559	0.696950916765006	0.845793967339563	0.971086136193165	0.939959088565012
SE	novel	SE_sig	-0.1480796298	0.0264735265	0.292247961757839	0.373991251725282	0.510351243659409	0.452047229438219
SE	novel	SE_sig	0.5910459948	0.0589410589	0.649368662681989	0.88523630724555	0	0.35251298023263
A3	known	A3_sig	-0.1149278976	0.03996004	0.045238674505858	0.0383953695488203	0.0855241987071898	0.227965640517913
A3	known	A3_sig	-0.0692158134	0.0194805195	0.595290931000312	0.633726289538524	0.671004604254738	0.696444243073606
SE	known	SE_sig	-0.0920730192	0.0364635365	0.786738850853861	0.807620737550068	0.888075108739994	0.890430518157645
AF	known	AF_sig	1	0	1	1	0	0
SE	known	SE_sig	0.120467739	0.035964036	0.202932120421485	0.245049675943227	0.109887077468645	0.0971592409676022
AF	novel	AF_sig	-0.5231419608	0.014985015	0	0.620939203608984	0.80619122224425	0.861031902910556
SE	known	SE_sig	0.1846117092	0.027972028	0.396923887135892	0.420806252587859	0.231941579251468	0.216565142055144
A3	known	A3_sig	-0.0550284461	0.0414585415	0.59703158077693	0.607948474334625	0.662601422828315	0.652435524575136
A3	known	A3_sig	0.1652975261	0.045954046	0.908900450725167	0.769045879927281	0.655420630332389	0.691930648057261
A5	known	A5_sig	0.1268927035	0	0.55818131888777	0.531190477224314	0.445372858336169	0.390213530711167
A5	known	A5_sig	-0.0811769115	0.025974026	0.103101325237218	0.0980568990139553	0.106476102282631	0.25703594499241
AF	novel	AF_sig	-0.4616124227	0.034965035	0	0.609077863089222	0.745053353374004	0.787249355090939
AF	novel	AF_sig	-0.4227243089	0.025974026	0	0.342247426845252	0.557670991508419	0.630025053066096
AL	novel	AL_sig	0.5993996543	0	0.822820482701076	0.864702400600236	0.488723574657769	0
AF	known	AF_sig	0.2011459821	0.031968032	0.68977393011532	0.665987521531368	0.493183987388855	0.460285500075699
A3	known	A3_sig	0.0107938342	0.0549450549	0.0268812008061626	0.0188842621093096	0.0110298447489658	0.0131479497234941
AF	novel	AF_sig	0.2506196292	0.0564435564	0.90869416321815	0.984513366319793	0.598324548213034	0.793643722987686
AF	known	AF_sig	0.3156145544	0.0539460539	0.753691199414009	0.858800192019852	0.498781667085657	0.482480615581814
A5	novel	A5_sig	0.4468200353	0.005994006	0	1	0	0.106359929304544
RI	known	RI_sig	0.120459967	0	0.909043119952966	1	0.844731514110024	0.82339167187291
SE	known	SE_sig	0.0373831919	0.0599400599	0.0535968529359593	0.0758608506223307	0.0303145530342336	0.0243767666711531
A3	known	A3_sig	-0.1269639155	0.0529470529	0.812552433149218	0.899527773272641	1	0.966008037332551
A5	known	A5_sig	-0.2258384567	0.0134865135	0.54644842690192	0.827970814865831	0.84952247089831	0.976573684315418
A3	known	A3_sig	-0.1403753534	0.0404595405	0.262117745844444	0.327357199952276	0.443616936326643	0.426608716209583
A5	novel	A5_sig	0.1699692698	0.0234765235	0.465370031422563	0.168711938602645	0.194132930961507	0.100010499510553
AF	novel	AF_sig	0.513114305	0.0559440559	0.343486623991538	0.682741986023924	0	0
AF	novel	AF_sig	0.9442228903	0.0559440559	1	0.88844578062539	0	0
A3	known	A3_sig	0.3168601942	0.024975025	0.87461076221531	0.877670193578246	0.487264200136666	0.631296367265292
A3	known	A3_sig	0.5011895707	0.017982018	1	1	0.444653673273302	0.552967185341771
SE	known	SE_sig	-0.0807069326	0.0559440559	0.0678378769067158	0.0689286207708258	0.18877317244824	0.109407190437568
MX	known	MX_sig	-0.0758021155	0.048951049	0.858498387669439	0.905429617019873	0.972657759994186	0.942874475598152
SE	known	SE_sig	0.0815788428	0.048951049	0.980782132031957	0.972289947518489	0.86038470629332	0.929529687645793
AF	known	AF_sig	0.4535769389	0.035964036	0.944177611342373	0.76867287682658	0	0.80569661040164
RI	novel	RI_sig	-0.1697451914	0.0434565435	0.642350623391767	0.642186402433394	0.791174091938226	0.832853316701901
SE	known	SE_sig	0.1207063852	0.0539460539	1	0.922980697549973	0.822831082780947	0.85873684432073
SE	known	SE_sig	-0.1099087392	0.0504495504	0.796135340970396	0.908829727503405	1	0.924782546848571
AF	novel	AF_sig	0.4981225805	0.0519480519	1	0.93351989187041	0	0.937274730869886
A3	known	A3_sig	-0.1975211697	0.0154845155	0.362542864632686	0.340500492375	0.565123327008095	0.532962369497036
AF	novel	AF_sig	0.5890439492	0.048951049	1	0.348695591560091	0.170607693164257	0
AF	novel	AF_sig	0.5517580174	0.0576923077	1	0.103516034848363	0	0
A3	known	A3_sig	0.2084930274	0.0579420579	1	0.73497971540981	0.704762914104413	0.613230746486794
SE	known	SE_sig	0.2047041625	0.025974026	0.339185554238361	0.233667585478023	0.108466160106002	0.0549786546144213
AF	novel	AF_sig	-1	0	0	0	1	1
A3	known	A3_sig	-0.104183054	0.0519480519	0.462072270769621	0.544344658247929	0.567820191780117	0.646962845154762
SE	known	SE_sig	0.2956516584	0.0539460539	0.831429639466498	0.658260830544889	0.541858123219696	0.356529029896441
AF	novel	AF_sig	-1	0	0	0	1	1
A5	known	A5_sig	-0.5	0.047952048	0	1	1	1
