biaoji	3UTR	middle_pos	CTRL1.PDUI	CTRL2.PDUI	A1.PDUI	A2.PDUI	p-value	Bonferroni	PDUI_diff	PDUI_fc	gname
novel	chr17|81339156|81341133|PB.FLNC.8093.27|+	81339556	0.607089531587902	0.597574687364309	0.944010436722904	0.998540822341498	4.004032125011265e-05	0.000778646428368359	-0.368943520056095	-0.689312496035156	Bmi1
known	chr17|81339156|81341625|PB.XM_039095807.1|+	81339556	0.544645002436038	0.541600573797103	0.911223709114468	0.932814220227274	0.0007153006058442434	0.00914638993857657	-0.3788961765543	-0.763507113031859	Bmi1
novel	chr17|85325257|85326653|PB.FLNC.8116.29|+	85326068	0.385445858134791	0.495554542470152	0.690094808990279	0.662858271335374	0.0003947534020082024	0.00558665839664739	-0.235976339860355	-0.618885803561838	Yme1l1
novel	chr17|85325257|85326653|PB.FLNC.8116.29|+	85326133	0.435900722182596	0.530240770175565	0.776626864486378	0.73054028423872	3.586145438622469e-05	0.00070958680944505	-0.270512828183468	-0.641522310230335	Yme1l1
novel	chr17|85325257|85326653|PB.FLNC.8116.29|+	85326324	0.318170125192934	0.178622908986664	0.541031210435227	0.454535384648236	0.00010500538632286981	0.00179630329798063	-0.249386780451932	-1.00284378151258	Yme1l1
novel	chr17|85325257|85327232|PB.FLNC.8116.35|+	85326068	0.232520818134148	0.319683071651919	0.545476506373611	0.596684709743261	9.96356672531514e-06	0.000226597260620541	-0.294978663165403	-1.04846635698845	Yme1l1
novel	chr17|85325257|85327232|PB.FLNC.8116.35|+	85326133	0.240477051681909	0.321005832377463	0.573533766608607	0.627405119608823	2.0928737437420755e-06	5.73111051076513e-05	-0.319728001079029	-1.09682142457623	Yme1l1
novel	chr17|85325257|85327232|PB.FLNC.8116.35|+	85326324	0.169408974527311	0.223202977056895	0.487638730791121	0.581265492679996	4.617378239854066e-07	1.47955960345413e-05	-0.338146135943456	-1.44491009710747	Yme1l1
novel	chr17|85325257|85327232|PB.FLNC.8116.35|+	85326653	0.130351416205064	0.203841446090371	0.39917067439462	0.523265147293354	5.4456105484788325e-05	0.00102106386781914	-0.29412147969627	-1.46471256211036	Yme1l1
novel	chr17|85325257|85327561|PB.FLNC.8116.45|+	85326068	0.321157606514851	0.359612523384424	0.587869623686503	0.577344452716397	0.00022646842510539572	0.00350039641367008	-0.242221973251813	-0.775337771666087	Yme1l1
novel	chr17|85325257|85327561|PB.FLNC.8116.45|+	85326133	0.341773656680932	0.36880788145933	0.618908395991362	0.603745753608145	0.00016626384339980544	0.0026618332989936	-0.256036305729623	-0.782927251143244	Yme1l1
novel	chr17|85325257|85327561|PB.FLNC.8116.45|+	85326324	0.341425860666847	0.328164925406474	0.580709787577799	0.574058985090243	0.0005314626459308948	0.00713569202344614	-0.242588993297361	-0.786234314196791	Yme1l1
novel	chr17|85325257|85327612|PB.Polish.5360.7|+	85326068	0.337746456491425	0.37045919775747	0.599090529248266	0.572764703387591	0.00039850704500818255	0.00563606571098858	-0.231824789193481	-0.726537967974226	Yme1l1
novel	chr17|85325257|85327612|PB.Polish.5360.7|+	85326133	0.360318799076932	0.381100529162786	0.631028306956989	0.598497839715433	0.0002845346270787263	0.0042333152520812	-0.244053409216352	-0.729725335098266	Yme1l1
novel	chr17|85325257|85327612|PB.Polish.5360.7|+	85326324	0.368499237930466	0.347814629653337	0.598936188021025	0.569936205910562	0.0009222183998828033	0.0112558879062444	-0.226279263173892	-0.70643806612516	Yme1l1
novel	chr17|9947593|9950310|PB.FLNC.7649.48|-	9950092	0.475878936511537	0.720073722201038	0.879195801799436	1	3.713020106546544e-05	0.000729989273511426	-0.341621571543431	-0.651946341459422	Faf2
novel	chr18|26040284|26042402|PB.NM_001106158.1|-	26042224	0.471141487472658	0.543465087581526	0.956183999436168	0.868175864979512	5.830206232131944e-07	1.80618611252007e-05	-0.404876644680748	-0.846457299366134	Fam13b
novel	chr18|26236893|26240165|PB.Polish.5446.4|-	26238765	0.30177263217509	0.374918924309221	0.881534451746791	0.865952337085256	4.2390904399962825e-08	1.68223720251904e-06	-0.535397616173868	-1.36868512891753	Cdc23
novel	chr18|26236893|26240165|PB.Polish.5446.4|-	26239251	0.263987809522794	0.425447712346308	0.822812773970946	0.771167454048246	1.4552329897835228e-05	0.000317827030088123	-0.452272353075045	-1.20912244694259	Cdc23
novel	chr18|26237681|26240165|PB.FLNC.8252.39|-	26239251	0.453145009669489	0.448132843302393	1	1	5.622577670229846e-12	4.28053617028952e-10	-0.549361073514059	-1.14993856778668	Cdc23
novel	chr18|26237681|26240165|PB.FLNC.8252.39|-	26239917	0.277300092438045	0.598843451555528	1	1	1.0897941188349226e-12	9.17521174010469e-11	-0.561928228003214	-1.19074233448878	Cdc23
novel	chr18|27192111|27193164|PB.NM_019149.3|+	27192546	0.234033870638645	0.717974346160253	1	1	3.0676464431098517e-07	1.01791810644707e-05	-0.523995891600551	-1.07093818811418	Matr3
novel	chr18|27192111|27193332|PB.Polish.5458.4|+	27192546	0.213269312800096	0.623009813639083	1	1	6.744582191714976e-08	2.58570419774873e-06	-0.58186043678041	-1.25792346577123	Matr3
novel	chr18|29792261|29794482|PB.FLNC.8323.11|-	29793898	1	1	0.677999449250316	0.492683103675654	1.3154744521706656e-05	0.000289660728345149	0.414658723537015	0.772639858237426	Fchsd1
novel	chr18|29792261|29794482|PB.FLNC.8323.11|-	29794123	1	1	0.785631953981279	0.419475526362283	6.675614791444443e-05	0.00122285643308465	0.397446259828219	0.730828661724534	Fchsd1
novel	chr18|39318563|39321315|PB.NM_001105758.1|-	39318953	0.470583001947305	0.513658139577869	0.968495183885275	0.955481798543223	1.403691786172696e-23	3.17219567972017e-21	-0.469867920451662	-0.966993492964377	Tmed7
known	chr18|61041289|61044691|PB.NM_001107381.1|-	61041913	0	0.191425461958592	0.31674100505501	0.390453928922829	0.004048710632006034	0.0377100948193221	-0.257884736009624	-1.885215277058	Spire1
novel	chr18|64065741|64066790|PB.Polish.5615.9|-	64065844	0.0395291637385805	0.00516076965552394	0.0658832789834701	0.797685500340367	0.0002656248502481255	0.00399908829591655	-0.409439422964867	-4.27167719667001	LOC361346
novel	chr18|64065741|64066790|PB.Polish.5615.9|-	64066674	0.0419482908879636	0.004800097508906	0.0652734550428501	0.787729280589513	0.0002656248502481255	0.00399908829591655	-0.403127173617747	-4.18897857368529	LOC361346
known	chr18|76382425|76386526|PB.XM_017600866.2|+	76382485	0.922771832672304	0.949510399168222	0.596723332252405	0.50039212831365	0.0002934315479506019	0.00433862390010432	0.387583385637235	0.771071674582873	Zfp516
novel	chr18|7776703|7778204|PB.NM_031333.2|-	7776873	0	0.0586139799431223	0.503680468859862	0.651534415475056	0.0011609579825471862	0.0136723022091638	-0.548300452195898	-4.30030541550316	Cdh2
novel	chr19|15876040|15877933|PB.FLNC.8705.12|+	15876818	0.261629149755096	0.342945887956504	0.610933051439919	0.523097950179126	0.0048408793121717	0.04346261628731	-0.264727981953722	-0.907444480961939	Aktip
novel	chr19|15876040|15877933|PB.FLNC.8705.12|+	15877123	0.350743183825637	0.40635805124755	0.823082873893866	0.590147625215964	0.002116471950735553	0.0225166185878799	-0.328064632018322	-0.900420969164301	Aktip
novel	chr19|25324078|25324958|PB.NM_001108443.1|+	25324605	0.25257499234772	0.152326677415354	0.473719838753335	0.570649977632672	0.00010113661772957177	0.00173843238273513	-0.319734073311467	-1.36694553806017	Zfp330
novel	chr19|33090649|33092750|PB.NM_001013191.1|+	33091296	0.538656245731356	0.665083516054991	1	0.968808806803109	2.957179181444188e-08	1.21857350952832e-06	-0.382534522508381	-0.709790174243303	Cbfb
novel	chr19|389944|391975|PB.NM_145091.4|-	390187	0.523606150287444	0.721603594946726	1	1	0.0003553892915595047	0.005086568466994	-0.377395127382915	-0.68360248239086	Pdp2
novel	chr19|389946|391934|PB.Polish.5675.4|-	390188	0.45832143626113	0.68786163265127	1	1	0.00015349039170344043	0.00249414788360336	-0.4269084655438	-0.803151762749074	Pdp2
novel	chr19|52322314|52323151|PB.FLNC.9155.1|+	52322950	0.53030303030303	0.761238761238761	1	0.991968403586142	1.0473919362400982e-14	1.09690036483603e-12	-0.350213306022175	-0.625092581501651	Galnt2
novel	chr1|106671618|106672048|PB.Polish.615.7|+	106671881	0.269462025316456	0.914448051948052	0.934563345633456	0.944868374244041	0.0036151279199110094	0.0343676937980612	-0.347760821306495	-0.666727977191329	Tubgcp5
novel	chr1|106671618|106672569|PB.FLNC.900.8|+	106672175	0.028656062151429	0.0930197973789386	0.837594965303235	0.366289422089268	0.0005797101449275355	0.00764483851440372	-0.541104263931068	-3.3063688305286	Tubgcp5
novel	chr1|106798262|106802221|PB.Polish.617.4|-	106800895	0.429228130360206	0.477179905272148	0.748167564158233	0.680995249252741	0.0034606223167619977	0.0331087791972207	-0.26137738888931	-0.656926080838803	Nipa2
novel	chr1|106798262|106802221|PB.Polish.617.4|-	106801176	0.37824407337175	0.423518232492083	0.737990490906584	0.728438064962355	0.00037214327447713635	0.00530162173838729	-0.332333125002553	-0.87104397631181	Nipa2
novel	chr1|106798262|106802221|PB.Polish.617.4|-	106801278	0.394693635908353	0.453014973717575	0.781200628219715	0.790258749389271	0.00011036582415926848	0.00187753080734971	-0.361875383991528	-0.890448957981242	Nipa2
novel	chr1|120850122|120851919|PB.NM_001014035.2|-	120850361	0.184410118027993	0.267772563398692	0.714199837346992	0.782603792376992	1.9633652416739812e-15	2.25409028735287e-13	-0.522310474148649	-1.72686278711222	Mef2a
known	chr1|120850122|120851919|PB.NM_001014035.2|-	120851549	0.0793226950521156	0.159120963007862	0.320862679564275	0.363024057863858	3.450392340092231e-05	0.000686528944851159	-0.222721539684077	-1.52003018619362	Mef2a
known	chr1|135734586|135736240|PB.NM_001011932.1|-	135735872	0.367684511540238	0.460417741169883	0.60678667133309	0.723547746749042	0.0024580764970895744	0.0253835710995748	-0.251116082686005	-0.683894975101053	Btbd1
novel	chr1|135734586|135736240|PB.NM_001011932.1|-	135736044	0.348648560373304	0.242756821759158	0.616889961766875	0.929815576876167	2.547224718746073e-09	1.28977281808395e-07	-0.47765007825529	-1.38694915213987	Btbd1
known	chr1|141076884|141078844|PB.XM_039092943.1|+	141077395	0.42369205839098	0.481954754561138	0.738121438837842	0.735374489739629	0.002724349856931643	0.0274725538179734	-0.283924557812677	-0.702210358086321	Nox4
novel	chr1|143402724|143404504|PB.NM_001007691.1|-	143402881	0.519635272305517	0.618214161465988	0.935205770345451	0.851998502723845	3.5309390004677876e-78	3.15857205837679e-75	-0.324677419648896	-0.651385661611423	Prss23
novel	chr1|143402724|143404504|PB.NM_001007691.1|-	143403056	0.448636244946754	0.636151969127277	0.975387832398904	0.823957149118511	1.2271628943005131e-89	1.31729800888689e-86	-0.357278383721692	-0.730047843600667	Prss23
novel	chr1|153016454|153019284|PB.FLNC.1155.5|+	153018342	0.283722123983226	0.918118055555556	1	1	6.680673408856672e-06	0.000160075198007527	-0.399079910230609	-0.734745359464101	Thap12
novel	chr1|153016454|153019386|PB.NM_001191630.1|+	153018342	0.297483992141421	0.946252735229759	1	1	6.680673408856672e-06	0.000160075198007527	-0.37813163631441	-0.685310097789794	Thap12
novel	chr1|154994719|154996008|PB.FLNC.1183.68|+	154995667	0.429936594382752	0.489743443957602	0.748601076308135	0.841667647984827	1.7060736587981682e-12	1.39268803729041e-10	-0.335294342976304	-0.790053411594273	Rab6a
novel	chr1|154994719|154996712|PB.FLNC.1183.111|+	154996008	0.28374396139277	0.30312659693045	0.509388090409864	0.516988108400529	1.1032228634436713e-05	0.00024827140099866	-0.219752820243587	-0.806424328751719	Rab6a
novel	chr1|156277067|156277801|PB.Polish.809.5|+	156277618	0	0.146046858049578	0.27207519168934	0.274098828720677	0.0041575651009765815	0.0385068011876041	-0.200063581180219	-1.90278464605217	Lamtor1
novel	chr1|175197980|175198423|PB.Polish.911.2|+	175198226	0.0763081641767476	0.0849775524724221	0.332555301383887	0.264280866307768	1.6197071846981797e-07	5.62677889130829e-06	-0.217775225521243	-1.88758573982426	Uqcrc2
novel	chr1|175197980|175198423|PB.Polish.911.2|+	175198281	0.0729651798830994	0.0961235778207492	0.342894762433654	0.308465466720154	1.8697036794322624e-07	6.43279940604667e-06	-0.24113573572498	-1.94554855626254	Uqcrc2
novel	chr1|175197980|175198499|PB.NM_001006970.1|+	175198281	0.062838690653846	0.0979591934195618	0.298537871030462	0.27067506360864	4.256056390890236e-06	0.000106619923752652	-0.204207525282847	-1.82359128241084	Uqcrc2
novel	chr1|184963552|184967209|PB.FLNC.1501.5|-	184964096	0.0584465521661113	0.190924125803368	0.421125061034814	0.492333799684915	0.0007759051336894702	0.00981609152338199	-0.332044091375125	-1.87296380374581	Ate1
novel	chr1|184963552|184967209|PB.FLNC.1501.5|-	184964259	0	0.242808776689867	0.80222205013036	0.773140449667998	6.900021588513438e-10	3.8677953912218e-08	-0.666276861554246	-2.69769084969392	Ate1
novel	chr1|187778888|187780129|PB.XM_006230445.4|+	187779643	0.255998552026525	0.769793550331525	1	0.771162644438087	0.0031626975985600634	0.0308916991553621	-0.372685271040018	-0.787946493340977	Zranb1
novel	chr1|199641281|199642518|PB.XM_039108131.1|-	199641615	0.40253199140403	0.536884315420901	0.862923584796635	0.668844733861866	0.0003076669000995167	0.00450259078271065	-0.296176005916786	-0.705349685418823	Ppfia1
known	chr1|202094570|202095806|PB.NM_133388.1|-	202094932	0.412755629250475	0.538235878361455	0.6876764065716	1	0.0033035264917645056	0.0320340606376207	-0.368342449479835	-0.827520702860849	Rbm14
novel	chr1|202186149|202188161|PB.NM_001107569.1|-	202187155	0.403500846979108	0.597247311827957	1	0.904066115702479	0.004743083003952553	0.0427853987444779	-0.451658978447707	-0.92799093511136	Bbs1
novel	chr1|204721710|204723312|PB.FLNC.1832.12|+	204722857	0.52762182138679	0.670787250228275	0.873892602607884	0.939654389078849	6.942118023025811e-10	3.88125864157138e-08	-0.307568960035834	-0.59768551189387	Atl3
novel	chr1|221709744|221710799|PB.NM_053773.2|-	221709907	0.738705170004658	0.774270259909071	0.372351634256396	0.487178234311623	0.005139311317810873	0.0454435829247962	0.326722780672855	0.815754381632636	Tjp2
novel	chr1|226730875|226731758|PB.FLNC.2005.32|+	226731533	0.304441025096832	1	1	1	0.0034148275406369814	0.0327728799597386	-0.347779487451584	-0.616560587161023	Cdc37l1
novel	chr1|227053905|227054902|PB.FLNC.2010.8|+	227054519	0.315578312929855	0.297765764629387	0.807995429279269	0.529741126083045	3.2711756794674444e-07	1.08210894703369e-05	-0.362196238901536	-1.1250000176082	Jak2
novel	chr1|2303988|2305043|PB.Polish.12.7|+	2304708	0.303506338261624	0.472691201726553	0.655524960766578	0.64047301379729	0.0010939330113396907	0.0130186517851728	-0.259900217287845	-0.739552788386403	Ppil4
novel	chr1|230696568|230697049|PB.FLNC.2086.3|+	230696754	0.370443913412958	0.546359426842163	0.673652611676587	0.709368705686595	0.00018121822731864077	0.00286492939786738	-0.233108988554031	-0.593128579169483	Pten
novel	chr1|2375118|2376969|PB.FLNC.19.13|-	2375477	0.295917699780838	0.518762337718477	0.776092826105891	0.472535803663435	0.0020916691180285513	0.0223205957456181	-0.216974296135006	-0.616026679378388	Tab2
novel	chr1|240035021|240036339|PB.FLNC.2164.90|-	240035685	0.306334402755934	0.407544013950541	0.646337945075197	0.59795901033242	4.507246530479841e-17	6.1244351748653e-15	-0.265209269350571	-0.801563311568655	Tm9sf3
novel	chr1|240035021|240036339|PB.FLNC.2164.90|-	240035969	0.350463004163347	0.448661085430942	0.696193491044066	0.679975551351509	1.404031263950406e-16	1.79423495272329e-14	-0.288522476400643	-0.784151105047447	Tm9sf3
novel	chr1|240035327|240036339|PB.FLNC.2164.98|-	240035466	0.247004708681737	0.414285092975606	0.74218062147014	0.708589257443788	6.124220622608783e-28	1.85184355699701e-25	-0.394740038628292	-1.13344039597339	Tm9sf3
novel	chr1|240035327|240036339|PB.FLNC.2164.98|-	240035969	0.262662386253692	0.366118710207109	0.619684817692655	0.574905630748891	6.388898844376342e-19	1.02360648723818e-16	-0.282904675990372	-0.925864606830063	Tm9sf3
known	chr1|4182488|4185708|PB.XM_039091853.1|-	4185666	0.20185031868245	0.100776242404062	0.760282126874963	0.464628499639804	0.0008045225530978258	0.0101131589255971	-0.461142032714127	-2.01699418185732	Stxbp5
novel	chr1|52534218|52535402|PB.FLNC.284.24|-	52535155	0.213597815622505	0.197311503925174	0.58694406822743	0.643778141629144	0.005088877065491888	0.0451086299418024	-0.409906445154448	-1.58256643320367	Cep43
novel	chr1|5670443|5671558|PB.XM_006227640.4|+	5671278	0.226899485555995	0.180290781853282	0.741855920767879	0.701150442477876	0.0006678696089063834	0.00863244589621381	-0.517908047918239	-1.82525181413097	Fbxo30
novel	chr1|56726502|56728029|PB.XM_039110782.1|+	56727581	0.0276343448104121	0.522666031013239	0.544631189570674	0.838255328560061	0.0006357059915395738	0.00827149814082613	-0.416293071153542	-1.32935998521617	Chd1
known	chr1|8812888|8815678|PB.XM_218313.10|-	8815502	0.343864484559341	0.484410817289685	0.842899283607248	0.735088966780716	0.00256121223553566	0.0262154443596412	-0.374856474269469	-0.929887637581338	Adgrg6
known	chr1|95346481|95346921|PB.XM_006229058.4|+	95346637	0.452012759804409	0.440945654306455	0.677196595063154	1	0.003099130937955377	0.0304898704102055	-0.392119090476145	-0.909371803239535	Pnkp
novel	chr20|13024141|13024820|PB.XM_006256338.4|+	13024297	0.172172580339002	0.804378211042985	1	1	0.0002482629652915474	0.00378279460741251	-0.511724604309006	-1.03421789324606	Susd2
novel	chr20|13024141|13024903|PB.NM_001106381.1|+	13024297	0.146707761613366	0.705959799672945	0.966583514351993	1	0.0001999000499750123	0.00312802782282328	-0.556957976532841	-1.20561700978314	Susd2
novel	chr20|25691491|25693840|PB.FLNC.10919.7|-	25691671	0.219833082240978	0.318103976824404	0.837480299755587	0.724309489629032	0.00012544841749342417	0.00207812660120858	-0.511926365159618	-1.53765583703223	Slc25a16
novel	chr20|25691491|25693840|PB.FLNC.10919.7|-	25693685	0.10086291004488	0.19477801075759	0.685860439739438	0.619274452643713	0.0008591542063796757	0.0106496429888945	-0.504746985790341	-2.14220556034109	Slc25a16
novel	chr20|25691564|25693840|PB.NM_001100860.2|-	25693685	0.226690793143279	0.299959364117339	0.840762087949551	0.891562877761704	1.542314769906781e-05	0.000335141252987132	-0.602837404225319	-1.71775462633518	Slc25a16
novel	chr20|25691671|25693840|PB.FLNC.10919.13|-	25693685	0.358397954810511	0.467334694005975	0.996185710016692	0.848751448362531	0.0001274340398246251	0.00210290653420052	-0.509602254781368	-1.15980571850366	Slc25a16
novel	chr20|26415513|26415855|PB.Polish.7153.10|+	26415651	0.354369070652468	0.375983550149657	0.602952283185949	0.570200590565006	0.00045826513521660995	0.00631887873343956	-0.221400126474415	-0.683711028725445	Lims1
novel	chr20|26415513|26415855|PB.Polish.7153.10|+	26415734	0.297099568504039	0.429738053219835	0.66610053404663	0.614333677445756	6.029984681831573e-05	0.00112084624358651	-0.276798294884256	-0.816910964647759	Lims1
novel	chr20|29675754|29679232|PB.Polish.7182.10|+	29678182	0.552346755818881	0.700575131903631	0.929009596264507	1	0.00247268167583122	0.0254975998551491	-0.338043854270998	-0.622555775144541	Aifm2
novel	chr2|119426638|119426981|PB.NM_001025406.1|+	119426902	0.394007490636704	0.470700025831211	1	0.876651340594279	1.2994330604141138e-05	0.000286422262567049	-0.505971912063181	-1.1178585115819	Exosc9
novel	chr2|119426638|119427103|PB.Polish.6371.9|+	119426902	0.275252896496202	0.319589852782787	0.961542395856805	0.767148701896755	1.3179001168990977e-05	0.000289897516492897	-0.566924174237285	-1.53906804223186	Exosc9
novel	chr2|119426638|119427103|PB.Polish.6371.9|+	119426981	0.355632582322357	0.256564141035259	0.807408059123702	0.749822724049528	0.0006265469421001184	0.0081721362697129	-0.472517029907807	-1.34688693870433	Exosc9
known	chr2|138930059|138930495|PB.NM_001014170.1|+	138930242	0.319579516091144	0.474971412235563	1	0.506707203102731	0.0006397998963874416	0.00830965757746037	-0.356078137388012	-0.923170322534113	Supt20h
novel	chr2|153324270|153326250|PB.FLNC.9903.3|-	153325704	0.273410704020711	0.502843027635193	0.809715038210214	0.704078943324464	2.778520995922746e-08	1.16054605567053e-06	-0.368770124939386	-0.963550562785866	Kpna4
novel	chr2|153324270|153326250|PB.FLNC.9903.3|-	153326067	0.3761567974366	0.561694706029627	0.875726861969614	0.879686475030697	5.257286324446683e-10	2.97806543798274e-08	-0.408780916767042	-0.904365030916565	Kpna4
novel	chr2|153324878|153326250|PB.FLNC.9903.15|-	153326067	0.311977757762303	0.502153727850712	0.744447014994788	0.504158747810808	0.001262558893013069	0.0146439097104795	-0.217237138596291	-0.616971977687939	Kpna4
novel	chr2|15857996|15858837|PB.FLNC.9257.20|-	15858652	0.466332069824486	0.552212967923132	0.957599753700157	0.987389039310973	5.7996419095633434e-11	3.78489961789932e-09	-0.463221877631756	-0.933238574693244	Rasa1
novel	chr2|15857996|15858837|PB.FLNC.9257.20|-	15858753	0.243581007835971	0.356694215122544	0.70826688761641	0.804439369524155	2.6148973428308046e-07	8.7717548520679e-06	-0.456215517091025	-1.33340684874367	Rasa1
novel	chr2|160640832|160642653|PB.Polish.6470.1|-	160641027	0.422388525352138	0.492043297867241	0.800555257840013	0.850061215276076	2.0981207435723816e-19	3.66215888160613e-17	-0.368092324948355	-0.852043353742608	Golim4
known	chr2|173848073|173848639|PB.XM_017591104.2|-	173848585	1	0.77696033278859	0.329432490762238	0.444648788473851	0.003383285315867407	0.032542899841558	0.50143952677625	1.19883347576774	Pmf1
known	chr2|174847814|174849538|PB.NM_053517.2|+	174849025	0.376845506504311	0.346342200445248	0.636687532836563	0.563774318285401	1.1191868279915143e-07	4.07251220511014e-06	-0.238637072086203	-0.73113163587731	Shc1
novel	chr2|175175760|175178280|PB.XM_006232774.4|+	175177033	0.476488198613937	0.504875424640591	0.799346295509978	0.808415463746474	0.0038667420451403865	0.0363304529396582	-0.313199068000963	-0.712182486096371	Adar
novel	chr2|183221142|183223586|PB.FLNC.10138.1|+	183223095	0.380165933081447	0.542224936060741	0.736229975861312	0.653796543737752	9.893994343487368e-06	0.000225492743694618	-0.233817825228438	-0.591651747238089	Mcl1
known	chr2|191518509|191520913|PB.NM_139084.3|-	191520775	0.526620867325032	0.153629131468876	1	1	0.0020505809979494177	0.0219789932326391	-0.659875000603046	-1.55583505685932	Magi3
novel	chr2|193209680|193210364|PB.XM_039102075.1|-	193209751	0.107622654699497	0.166114047339653	0.458267308264912	0.596975372188029	9.093047643720733e-09	4.16244434675992e-07	-0.390752989206896	-1.9466359754558	Rap1a
novel	chr2|193209680|193210364|PB.XM_039102075.1|-	193209850	0.433273292415367	0.519742085398003	0.734332869976416	0.762892910946119	9.107077679963874e-07	2.69682552705027e-05	-0.272105201554583	-0.651709392154934	Rap1a
novel	chr2|193209751|193210364|PB.FLNC.10263.15|-	193209850	0.147225608140336	0.197091903033562	0.421239426794175	0.543742388215508	2.048058739589714e-06	5.63715039490405e-05	-0.310332151917892	-1.4867083031881	Rap1a
novel	chr2|202011800|202013432|PB.XM_006233210.4|+	202012198	0.400909036459805	0.482182300811809	0.769915713927597	0.662290851036459	5.450405157209632e-19	8.93242353588806e-17	-0.274557613846221	-0.697592491022711	Col11a1
novel	chr2|202011800|202013432|PB.XM_006233210.4|+	202012446	0.403508241351608	0.49832836048418	0.728355576210886	0.670301267161746	3.318081513614908e-14	3.32878000073825e-12	-0.248410120768422	-0.633092710637808	Col11a1
novel	chr2|202011800|202013432|PB.XM_006233210.4|+	202012517	0.407597272995034	0.491028180886368	0.746315541154111	0.684947919524112	1.5416523150688456e-15	1.789066678498e-13	-0.26631900339841	-0.671485480095252	Col11a1
novel	chr2|202011800|202013853|PB.NM_013117.1|+	202012198	0.30058057818707	0.363920399595139	0.593158950303589	0.511348955970319	1.835498269153622e-12	1.48703065435695e-10	-0.220003464245849	-0.733043220606001	Col11a1
novel	chr2|211525769|211526452|PB.FLNC.10382.62|+	211526134	0.387655310621242	0.391718868008352	0.542753321229078	0.748433180653363	4.025226750337213e-07	1.31734135827728e-05	-0.255906161626423	-0.728294687419807	Sec24d
novel	chr2|211525769|211526588|PB.NM_001309453.1|+	211526134	0.257203680717837	0.269854687882632	0.400958161427537	0.560338168808057	7.2845822838803416e-06	0.000172485240311825	-0.217118980817562	-0.86699375678429	Sec24d
novel	chr2|225438223|225439384|PB.FLNC.10449.18|+	225438982	0	0.0395584333759693	0.289183576923214	0.200749923661186	0.0024997940643434564	0.0257400857397552	-0.225187533604215	-3.62985842287489	Ppp3ca
novel	chr2|226682241|226684166|PB.XM_039102110.1|+	226683700	1	0.848093121197941	0.459200201569361	0.641286895326592	0.003158056688467159	0.0308604092147025	0.373803012150994	0.747884616569934	Trmt10a
novel	chr2|226762316|226763286|PB.FLNC.10458.8|+	226763055	0	0.419685039370079	0.987260531776287	0.92315883218462	0.00016572847496095584	0.00265551663686466	-0.745367162295414	-2.18645677748554	Adh7
novel	chr2|227097443|227098508|PB.Polish.6853.12|+	227098198	0.169833015125951	0.176182795698925	0.437483867914788	0.310528900223345	0.0002827338692882333	0.00421821642790068	-0.200998478656629	-1.11218012149686	Eif4e
novel	chr2|235637936|235640002|PB.FLNC.10510.20|-	235638074	0.535916959764524	0.567003675241594	1	1	9.397764765247919e-08	3.49671770788748e-06	-0.448539682496941	-0.85865928589199	Prkacb
novel	chr2|235638074|235640002|PB.Polish.6882.4|-	235639864	0.226743383271303	0.304951719988848	1	0.887047904965219	4.573441457393524e-11	3.03046958792536e-09	-0.677676400852534	-1.82742098677969	Prkacb
novel	chr2|23713017|23714519|PB.XM_006231783.4|-	23713336	0.459293990002713	0.628742155961469	1	1	0.0005005050850817698	0.00681811146676429	-0.455981927017909	-0.878261422299093	Zfyve16
novel	chr2|23713017|23714519|PB.XM_006231783.4|-	23713423	0.451174099920546	0.55660176776114	0.855675146771037	1	0.002522155528394893	0.0259206113159933	-0.423949639544676	-0.880756278402914	Zfyve16
novel	chr2|23713423|23714519|PB.Polish.6105.4|-	23713765	0.394548716449188	0.439837042598304	0.757000286316508	0.906469598990971	0.004615506437154111	0.0418455691297557	-0.414542063129994	-0.9953920736276	Zfyve16
novel	chr2|241129290|241130639|PB.Polish.6890.2|-	241129453	0.494715115224097	0.638327394413861	0.842704956029769	1	6.506665997324199e-12	4.86730356433983e-10	-0.354831223195905	-0.701613296250797	Dnajb4
novel	chr2|241129345|241130639|PB.XM_039102119.1|-	241129453	0.488431401537552	0.624099853067153	0.78190306789403	0.885390156781803	4.729136867075843e-07	1.50207603544487e-05	-0.277380985035564	-0.583653355504725	Dnajb4
novel	chr2|246585213|246587828|PB.FLNC.10550.24|+	246585309	0.42635368348717	0.561862197392924	0.665991948060072	0.824621674426547	0.0004139727496198514	0.00582028877641689	-0.251198870803263	-0.592998363093181	Zranb2
novel	chr2|249046183|249047649|PB.FLNC.10559.19|+	249047248	0.414636489985662	0.598372114477111	0.921644999042796	0.635112718956877	0.002104763705882658	0.0224253955342902	-0.27187455676845	-0.619888054745324	Wls
novel	chr2|249046183|249047703|PB.FLNC.10559.73|+	249047248	0.345109423649844	0.530104549967876	0.837651148355059	0.621679329444635	0.0014418814268647947	0.0163354893685278	-0.292058252090987	-0.73758575783145	Wls
novel	chr2|249046183|249047755|PB.FLNC.10559.67|+	249047248	0.312070201375356	0.488427953974651	0.77530260707635	0.62150548175743	0.0015386432343352792	0.0172948332973529	-0.298154966741887	-0.803148447719901	Wls
novel	chr2|25435375|25436619|PB.FLNC.9295.17|-	25435589	0.456981164189266	0.35904998005357	0.649975195167691	0.778265323645579	0.002817520384392373	0.0281870200990307	-0.306104687285217	-0.807527677142787	Scamp1
